datayear,buildingtype,primarypropertytype,councildistrictcode,neighborhood,latitude,longitude,numberofbuildings,numberoffloors,propertygfatotal,propertygfaparking,propertygfabuilding(s),largestpropertyusetype,largestpropertyusetypegfa,secondlargestpropertyusetype,secondlargestpropertyusetypegfa,thirdlargestpropertyusetype,thirdlargestpropertyusetypegfa,siteenergyuse(kbtu),defaultdata,usage_type,BuildingAge,ParkingRatio,BuildingRatio,IsMultiUse,NumberPropertyUses
2016,NonResidential,Hotel,7,MAGNOLIA / QUEEN ANNE,47.62782,-122.34045,1.0,7,207656,54341,153315,Hotel,141591.0,,,,,11171988.0,False,Mono-usage,18,0.2616875987209616,0.7383124012790384,0,1
2016,Nonresidential COS,Small- and Mid-Sized Office,5,NORTHWEST,47.70044,-122.34136,1.0,2,91130,0,91130,Office,57968.0,Distribution Center,32881.0,Parking,11850.0,9472358.0,False,Multi-usages,59,0.0,1.0,1,5
2016,NonResidential,Hotel,5,NORTHWEST,47.70916,-122.33216,1.0,4,64893,0,64893,Hotel,64893.0,,,,,6197825.0,False,Mono-usage,48,0.0,1.0,0,1
2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60105,-122.33518,1.0,3,44558,0,44558,Office,34416.0,Self-Storage Facility,7672.0,Restaurant,2470.0,1677002.25,False,Multi-usages,116,0.0,1.0,1,3
2016,NonResidential,Other,2,GREATER DUWAMISH,47.59544,-122.33159,1.0,6,1585960,327680,1258280,Other - Entertainment/Public Assembly,1585960.0,Parking,0.0,,,59757440.0,False,Multi-usages,17,0.20661302933239173,0.7933869706676082,1,2
2016,Nonresidential COS,Distribution Center,2,GREATER DUWAMISH,47.57199,-122.32811,1.0,2,179161,0,179161,Distribution Center,117476.0,Office,37321.0,Other,25543.0,9436408.0,False,Multi-usages,92,0.0,1.0,1,4
2016,Nonresidential COS,Warehouse,2,GREATER DUWAMISH,47.57199,-122.32811,1.0,2,58640,0,58640,Non-Refrigerated Warehouse,40831.0,Other - Services,16735.0,Office,11533.0,3928695.25,False,Multi-usages,51,0.0,1.0,1,4
2016,NonResidential,Other,2,GREATER DUWAMISH,47.59085,-122.33354,1.0,3,1172127,0,1172127,Other - Entertainment/Public Assembly,1172127.0,,,,,58761304.0,False,Mono-usage,17,0.0,1.0,0,1
2016,NonResidential,Hotel,2,GREATER DUWAMISH,47.59269,-122.33372,1.0,9,168449,14567,153882,Hotel,135006.0,Parking,20600.0,Food Service,9216.0,12726789.0,False,Multi-usages,11,0.08647721268751966,0.9135227873124804,1,3
2016,NonResidential,Warehouse,1,GREATER DUWAMISH,47.57507,-122.35747,0.0,4,79600,0,79600,Non-Refrigerated Warehouse,79600.0,,,,,2411402.25,False,Mono-usage,100,0.0,1.0,0,1
2016,NonResidential,Other,5,NORTH,47.70281,-122.32532,1.0,6,419848,335109,84739,Parking,335109.0,Movie Theater,65000.0,Medical Office,13567.0,9134963.0,False,Multi-usages,8,0.7981674320230179,0.20183256797698215,1,5
2016,NonResidential,Mixed Use Property,7,MAGNOLIA / QUEEN ANNE,47.6239,-122.35756,1.0,4,110785,0,110785,Multifamily Housing,58563.0,Supermarket/Grocery Store,48520.0,Parking,29839.0,10557910.0,False,Multi-usages,14,0.0,1.0,1,5
