datayear,buildingtype,primarypropertytype,councildistrictcode,neighborhood,latitude,longitude,yearbuilt,numberofbuildings,numberoffloors,propertygfatotal,propertygfaparking,propertygfabuilding(s),listofallpropertyusetypes,largestpropertyusetype,largestpropertyusetypegfa,secondlargestpropertyusetype,secondlargestpropertyusetypegfa,thirdlargestpropertyusetype,thirdlargestpropertyusetypegfa,energystarscore,siteenergyuse(kbtu),defaultdata,totalghgemissions,ghgemissionsintensity,usage_type,BuildingAge,ParkingRatio,BuildingRatio,IsMultiUse,NumberPropertyUses
2016,NonResidential,Mixed Use Property,3,EAST,47.60845,-122.32637,1983,1.0,6,99780,9341,90439,"Data Center, Medical Office, Non-Refrigerated Warehouse, Office, Other, Parking",Medical Office,40174.0,Parking,20868.0,Office,17020.0,,15473117.0,False,481.97,4.83,Multi-usages,33,0.0936159551012226,0.9063840448987772,1,6
2016,NonResidential,Retail Store,7,LAKE UNION,47.62237,-122.33805,1929,1.0,2,58320,0,58320,Retail Store,Retail Store,72072.0,,,,,96.0,1049748.625,False,39.06,0.67,Mono-usage,87,0.0,1.0,0,1
2016,NonResidential,Large Office,7,LAKE UNION,47.62424,-122.33646,2010,1.0,5,316306,0,316306,"Office, Other, Parking, Retail Store",Office,261826.0,Parking,150726.0,Other,15139.0,96.0,13795954.0,False,138.85,0.44,Multi-usages,6,0.0,1.0,1,4
2016,NonResidential,Hotel,3,LAKE UNION,47.62642,-122.33325,1990,1.0,7,282863,44766,238097,"Hotel, Parking",Hotel,235788.0,Parking,51537.0,,,37.0,19459304.0,False,526.85,1.86,Multi-usages,26,0.1582603592551871,0.8417396407448129,1,2
2016,Nonresidential COS,Other,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1962,1.0,1,389000,0,389000,Other,Other,368000.0,,,,,,23658978.0,False,607.41,1.56,Mono-usage,54,0.0,1.0,0,1
2016,Nonresidential COS,Other,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1962,1.0,1,91213,0,91213,Other,Other,65000.0,,,,,,8141155.5,False,344.2,3.77,Mono-usage,54,0.0,1.0,0,1
2016,Nonresidential COS,Other,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1938,1.0,5,396085,0,396085,Other,Other,278500.0,,,,,,20955026.0,False,804.2,2.03,Mono-usage,78,0.0,1.0,0,1
2016,NonResidential,Large Office,7,LAKE UNION,47.62112,-122.33629,2010,1.0,12,571329,0,571329,"Office, Other, Parking",Office,598801.0,Parking,310699.0,Other,26203.0,91.0,39605888.0,False,617.52,1.08,Multi-usages,6,0.0,1.0,1,3
2016,Nonresidential COS,Other,7,MAGNOLIA / QUEEN ANNE,47.62395,-122.35077,1962,1.0,2,52000,0,52000,Other,Other,52000.0,,,,,,2726369.0,False,101.83,1.96,Mono-usage,54,0.0,1.0,0,1
2016,Nonresidential COS,Other,7,MAGNOLIA / QUEEN ANNE,47.62395,-122.35077,1928,1.0,1,60696,0,60696,Other,Other,108000.0,,,,,,875943.3125,False,6.11,0.1,Mono-usage,88,0.0,1.0,0,1
2016,Nonresidential COS,Other,7,MAGNOLIA / QUEEN ANNE,47.62395,-122.35143,1928,1.0,2,262048,0,262048,Other,Other,296000.0,,,,,,20723248.0,False,490.73,1.87,Mono-usage,88,0.0,1.0,0,1
2016,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.62391,-122.34837,1986,0.0,2,66240,2352,63888,"Data Center, Distribution Center, Office, Parking, Retail Store",Office,45900.0,Data Center,5181.0,Distribution Center,4551.0,,4166306.25,False,29.04,0.44,Multi-usages,30,0.0355072463768115,0.9644927536231884,1,5
2016,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.62419,-122.34443,2010,1.0,6,920598,303707,616891,"Office, Other, Parking",Office,729584.0,Parking,185014.0,Other,6000.0,93.0,36667044.0,False,674.09,0.73,Multi-usages,6,0.3299018681335393,0.6700981318664607,1,3
2016,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.62053,-122.35842,1970,1.0,4,76213,25930,50283,"Office, Other, Parking",Office,48546.0,Parking,21454.0,Other,2406.0,68.0,3476212.5,False,48.76,0.64,Multi-usages,46,0.3402306693083857,0.6597693306916143,1,3
2016,NonResidential,Hotel,7,MAGNOLIA / QUEEN ANNE,47.62291,-122.35708,2002,1.0,6,96910,36934,59976,"Hotel, Parking",Hotel,59976.0,Parking,36934.0,,,56.0,5155568.5,False,152.14,1.57,Multi-usages,14,0.3811164998452172,0.6188835001547828,1,2
2016,NonResidential,Hotel,4,NORTHEAST,47.65772,-122.31756,1962,2.0,4,50017,0,50017,"Hotel, Swimming Pool",Hotel,50017.0,Swimming Pool,0.0,,,53.0,5448975.0,False,191.2,3.82,Multi-usages,54,0.0,1.0,1,2
2016,NonResidential,K-12 School,3,EAST,47.62548,-122.30828,1923,1.0,3,67743,0,67743,K-12 School,K-12 School,67743.0,,,,,34.0,2646879.0,False,78.85,1.16,Mono-usage,93,0.0,1.0,0,1
2016,NonResidential,K-12 School,3,EAST,47.62644,-122.30429,1908,1.0,6,194104,0,194104,K-12 School,K-12 School,194104.0,,,,,100.0,6219841.5,False,243.23,1.25,Mono-usage,108,0.0,1.0,0,1
2016,NonResidential,Small- and Mid-Sized Office,3,SOUTHEAST,47.58408,-122.30125,2003,1.0,3,99433,35752,63681,"Office, Parking",Office,63681.0,Parking,35752.0,,,63.0,4897760.0,False,34.14,0.34,Multi-usages,13,0.3595586978166202,0.6404413021833798,1,2
2016,SPS-District K-12,K-12 School,2,GREATER DUWAMISH,47.56413,-122.31208,1957,1.0,1,130862,0,130862,K-12 School,K-12 School,134446.0,,,,,61.0,6456026.0,True,238.48,1.82,Mono-usage,59,0.0,1.0,0,1
2016,SPS-District K-12,K-12 School,2,SOUTHEAST,47.55478,-122.27596,1989,1.0,3,59955,0,59955,K-12 School,K-12 School,59955.0,,,,,93.0,1633399.375,True,20.48,0.34,Mono-usage,27,0.0,1.0,0,1
2016,SPS-District K-12,K-12 School,7,MAGNOLIA / QUEEN ANNE,47.63683,-122.35896,1964,1.0,2,93218,0,93218,K-12 School,K-12 School,93218.0,,,,,86.0,2887392.0,True,84.75,0.91,Mono-usage,52,0.0,1.0,0,1
2016,NonResidential,Other,4,NORTHEAST,47.67524,-122.31534,1941,1.0,4,56521,0,56521,Other,Other,49000.0,,,,,,6357632.0,False,44.32,0.78,Mono-usage,75,0.0,1.0,0,1
2016,NonResidential,Other,4,NORTHEAST,47.67559,-122.31769,1929,1.0,2,206934,0,206934,"Other, Parking",Other,119146.0,Parking,0.0,,,,4253577.5,False,133.58,0.65,Multi-usages,87,0.0,1.0,1,2
2016,NonResidential,Hotel,5,NORTHWEST,47.73141,-122.3458,2001,1.0,4,51390,0,51390,"Hotel, Parking",Hotel,51390.0,Parking,0.0,,,89.0,3611538.0,False,127.29,2.48,Multi-usages,15,0.0,1.0,1,2
2016,SPS-District K-12,K-12 School,5,NORTHWEST,47.72463,-122.35315,1963,1.0,2,131013,0,131013,K-12 School,K-12 School,131909.0,,,,,88.0,3894584.5,True,124.92,0.95,Mono-usage,53,0.0,1.0,0,1
2016,SPS-District K-12,K-12 School,5,NORTHWEST,47.7257,-122.33684,1959,1.0,1,245587,0,245587,K-12 School,K-12 School,245587.0,,,,,92.0,11765682.0,False,443.73,1.81,Mono-usage,57,0.0,1.0,0,1
2016,NonResidential,Hotel,5,NORTHWEST,47.72551,-122.3423,2002,1.0,3,69138,0,69138,Hotel,Hotel,70609.0,,,,,78.0,3242458.0,False,89.02,1.29,Mono-usage,14,0.0,1.0,0,1
2016,NonResidential,Hotel,7,DOWNTOWN,47.6048,-122.3368,1904,1.0,5,190980,0,190980,"Hotel, Parking",Hotel,190980.0,Parking,19051.0,,,98.0,6505995.0,False,142.39,0.75,Multi-usages,112,0.0,1.0,1,2
2016,Nonresidential COS,Other,7,DOWNTOWN,47.60804,-122.3367,1998,1.0,6,284100,0,284100,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,189750.0,,,,,,14641502.0,False,429.12,1.51,Mono-usage,18,0.0,1.0,0,1
2016,NonResidential,Hospital,6,BALLARD,47.66737,-122.37956,1954,4.0,5,285333,0,285333,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),302661.0,Parking,148865.0,,,14.0,68090728.0,False,1990.5,6.98,Multi-usages,62,0.0,1.0,1,2
2016,SPS-District K-12,K-12 School,6,Ballard,47.6706,-122.36225,1991,1.0,2,55513,0,55513,K-12 School,K-12 School,59097.0,,,,,93.0,1513570.75,True,10.55,0.19,Mono-usage,25,0.0,1.0,0,1
2016,Nonresidential COS,Other,2,DOWNTOWN,47.60112,-122.32785,2006,1.0,4,61156,0,61156,"Office, Other",Other,42755.0,Office,29219.0,,,,9363374.0,False,176.75,2.89,Multi-usages,10,0.0,1.0,1,2
2016,NonResidential,Other,2,DOWNTOWN,47.59809,-122.32283,1910,1.0,4,72820,13820,59000,Museum,Museum,58000.0,,,,,,2010454.625,False,46.26,0.64,Mono-usage,106,0.1897830266410327,0.8102169733589674,0,1
