datayear,buildingtype,primarypropertytype,councildistrictcode,neighborhood,latitude,longitude,yearbuilt,numberofbuildings,numberoffloors,propertygfatotal,propertygfaparking,propertygfabuilding(s),listofallpropertyusetypes,largestpropertyusetype,largestpropertyusetypegfa,secondlargestpropertyusetype,secondlargestpropertyusetypegfa,thirdlargestpropertyusetype,thirdlargestpropertyusetypegfa,energystarscore,siteenergyuse(kbtu),defaultdata,totalghgemissions,ghgemissionsintensity,usage_type,BuildingAge,ParkingRatio,BuildingRatio,IsMultiUse,NumberPropertyUses
2016,Campus,Other,2,GREATER DUWAMISH,47.54134,-122.30529,1994,3.0,1,22800,0,22800,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,22800.0,,,,,,2222097.5,False,101.5,4.45,Mono-usage,22,0.0,1.0,0,1
2016,Multifamily LR (1-4),Mixed Use Property,3,CENTRAL,47.6019,-122.31379,2005,1.0,4,37849,14997,22852,"Multifamily Housing, Office, Parking",Multifamily Housing,11980.0,Office,10872.0,Parking,5500.0,,560334.5,False,3.91,0.1,Multi-usages,11,0.3962323971571244,0.6037676028428757,1,3
2016,NonResidential,Small- and Mid-Sized Office,3,CENTRAL,47.60191,-122.31438,1910,1.0,3,38460,0,38460,Office,Office,38460.0,,,,,69.0,1950713.25,False,36.02,0.94,Mono-usage,106,0.0,1.0,0,1
2016,Multifamily MR (5-9),Mid-Rise Multifamily,1,SOUTHWEST,47.55728,-122.38725,2003,1.0,6,86955,0,86955,"Multifamily Housing, Parking",Multifamily Housing,95460.0,Parking,5000.0,,,90.0,2822377.25,False,63.86,0.73,Multi-usages,13,0.0,1.0,1,2
2016,Multifamily HR (10+),High-Rise Multifamily,7,MAGNOLIA / QUEEN ANNE,47.63018,-122.34261,2003,1.0,11,286408,0,286408,"Multifamily Housing, Parking",Multifamily Housing,194919.0,Parking,91489.0,,,78.0,6310254.0,False,44.01,0.15,Multi-usages,13,0.0,1.0,1,2
2016,Multifamily LR (1-4),Mixed Use Property,1,SOUTHWEST,47.5822,-122.38542,2002,1.0,4,93114,72900,20214,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,47220.0,Parking,46290.0,Retail Store,16240.0,92.0,2255459.75,False,38.9,0.42,Multi-usages,14,0.7829112700560603,0.2170887299439396,1,3
2016,Multifamily LR (1-4),Low-Rise Multifamily,1,SOUTHWEST,47.58458,-122.38677,1992,1.0,4,21888,0,21888,"Multifamily Housing, Parking",Multifamily Housing,21888.0,Parking,5500.0,,,,777682.0,False,16.11,0.74,Multi-usages,24,0.0,1.0,1,2
2016,Multifamily MR (5-9),Mid-Rise Multifamily,2,DOWNTOWN,47.59696,-122.32412,2002,1.0,7,66849,0,66849,Multifamily Housing,Multifamily Housing,66849.0,,,,,,1898210.25,False,13.23,0.2,Mono-usage,14,0.0,1.0,0,1
2016,NonResidential,Worship Facility,6,NORTHWEST,47.68576,-122.35481,1922,1.0,2,21022,0,21022,Worship Facility,Worship Facility,21022.0,,,,,54.0,945245.625,False,43.84,2.09,Mono-usage,94,0.0,1.0,0,1
2016,Multifamily LR (1-4),Low-Rise Multifamily,1,SOUTHWEST,47.57775,-122.41425,1926,1.0,4,30240,0,30240,Multifamily Housing,Multifamily Housing,25200.0,,,,,68.0,679294.875,False,4.74,0.16,Mono-usage,90,0.0,1.0,0,1
2016,Multifamily MR (5-9),Mid-Rise Multifamily,7,DOWNTOWN,47.61783,-122.35538,1991,1.0,5,59440,0,59440,Multifamily Housing,Multifamily Housing,49532.0,,,,,51.0,2503690.0,False,53.21,0.9,Mono-usage,25,0.0,1.0,0,1
2016,Multifamily LR (1-4),Low-Rise Multifamily,1,SOUTHWEST,47.59364,-122.38392,1978,0.0,4,22445,0,22445,"Multifamily Housing, Parking",Multifamily Housing,20996.0,Parking,6526.0,,,,456197.5938,False,3.18,0.14,Multi-usages,38,0.0,1.0,1,2
2016,Multifamily LR (1-4),Low-Rise Multifamily,1,SOUTHWEST,47.58898,-122.39418,1989,1.0,4,45878,0,45878,Multifamily Housing,Multifamily Housing,45878.0,,,,,27.0,964498.8125,False,6.72,0.15,Mono-usage,27,0.0,1.0,0,1
2016,Multifamily MR (5-9),Mid-Rise Multifamily,1,SOUTHWEST,47.5909,-122.39207,1995,1.0,5,37824,0,37824,Multifamily Housing,Multifamily Housing,37824.0,,,,,88.0,1112533.875,False,25.6,0.68,Mono-usage,21,0.0,1.0,0,1
2016,Multifamily LR (1-4),Low-Rise Multifamily,1,SOUTHWEST,47.58445,-122.39933,1976,1.0,4,38765,0,38765,Multifamily Housing,Multifamily Housing,38765.0,,,,,92.0,1339220.625,False,4.58,0.12,Mono-usage,40,0.0,1.0,0,1
2016,SPS-District K-12,K-12 School,1,SOUTHWEST,47.5773,-122.4074,1954,1.0,2,51489,0,51489,K-12 School,K-12 School,51489.0,,,,,93.0,1984067.625,True,70.76,1.37,Mono-usage,62,0.0,1.0,0,1
2016,Multifamily LR (1-4),Low-Rise Multifamily,7,MAGNOLIA / QUEEN ANNE,47.66091,-122.39778,2002,1.0,4,26815,0,26815,"Multifamily Housing, Office, Retail Store",Multifamily Housing,20347.0,Retail Store,1439.0,Office,950.0,,861007.8125,False,19.01,0.71,Multi-usages,14,0.0,1.0,1,3
2016,Multifamily MR (5-9),Mid-Rise Multifamily,1,SOUTHWEST,47.56511,-122.37268,2007,1.0,5,22529,0,22529,Multifamily Housing,Multifamily Housing,22529.0,,,,,,668915.8125,False,21.69,0.96,Mono-usage,9,0.0,1.0,0,1
2016,Multifamily MR (5-9),Mid-Rise Multifamily,7,EAST,47.61258,-122.32846,1991,1.0,8,148474,0,148474,"Multifamily Housing, Parking",Multifamily Housing,64445.0,Parking,15000.0,,,64.0,3936546.75,False,122.83,0.83,Multi-usages,25,0.0,1.0,1,2
2016,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.51127,-122.281,1967,1.0,1,48001,0,48001,Distribution Center,Distribution Center,48001.0,,,,,49.0,2143650.75,False,86.46,1.8,Mono-usage,49,0.0,1.0,0,1
2016,NonResidential,Warehouse,2,GREATER DUWAMISH,47.51399,-122.27946,1979,1.0,1,26380,0,26380,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,23620.0,Office,2760.0,,,,509124.0,False,3.58,0.14,Multi-usages,37,0.0,1.0,1,2
2016,NonResidential,Warehouse,2,GREATER DUWAMISH,47.51018,-122.28192,1969,1.0,1,37351,0,37351,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,29551.0,Office,9569.0,,,10.0,2559461.75,False,77.04,2.06,Multi-usages,47,0.0,1.0,1,2
2016,NonResidential,Warehouse,2,GREATER DUWAMISH,47.51127,-122.281,1981,1.0,1,30375,0,30375,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,30375.0,,,,,73.0,345866.6875,False,2.41,0.08,Mono-usage,35,0.0,1.0,0,1
2016,NonResidential,Warehouse,2,GREATER DUWAMISH,47.51104,-122.28245,1979,1.0,1,30004,0,30004,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,24280.0,Office,4950.0,,,,369291.5,False,2.57,0.09,Multi-usages,37,0.0,1.0,1,2
2016,Multifamily LR (1-4),Low-Rise Multifamily,1,SOUTHWEST,47.57144,-122.3864,1990,1.0,3,32235,10244,21991,"Multifamily Housing, Parking",Multifamily Housing,21991.0,Parking,10244.0,,,72.0,596155.625,False,4.16,0.13,Multi-usages,26,0.3177912207228168,0.6822087792771832,1,2
2016,Multifamily HR (10+),High-Rise Multifamily,7,DOWNTOWN,47.61598,-122.35149,2004,1.0,13,120405,0,120405,"Multifamily Housing, Office, Other, Parking",Multifamily Housing,102342.0,Parking,14410.0,Office,3252.0,,3366510.0,False,43.2,0.36,Multi-usages,12,0.0,1.0,1,4
2016,NonResidential,Other,4,NORTHEAST,47.68541,-122.27097,1928,1.0,3,39971,0,39971,"Office, Other, Retail Store, Swimming Pool",Other,36185.0,Retail Store,3142.0,Office,644.0,,10960107.0,False,416.07,10.41,Multi-usages,88,0.0,1.0,1,4
2016,Multifamily LR (1-4),Low-Rise Multifamily,6,LAKE UNION,47.65439,-122.35832,1988,1.0,4,23976,0,23976,Multifamily Housing,Multifamily Housing,23976.0,,,,,80.0,635951.8125,False,4.43,0.18,Mono-usage,28,0.0,1.0,0,1
2016,NonResidential,Worship Facility,6,BALLARD,47.68164,-122.3753,1914,1.0,2,33589,0,33589,Worship Facility,Worship Facility,33589.0,,,,,90.0,509836.1875,False,21.93,0.65,Mono-usage,102,0.0,1.0,0,1
2016,Multifamily MR (5-9),Mid-Rise Multifamily,6,BALLARD,47.66983,-122.37826,2004,1.0,6,169149,0,169149,"Multifamily Housing, Office",Multifamily Housing,140961.0,Office,7235.0,,,84.0,4606967.5,False,62.46,0.37,Multi-usages,12,0.0,1.0,1,2
2016,Multifamily MR (5-9),Mid-Rise Multifamily,6,BALLARD,47.67046,-122.38173,1992,1.0,5,25368,0,25368,Multifamily Housing,Multifamily Housing,25368.0,,,,,72.0,770082.125,False,16.01,0.63,Mono-usage,24,0.0,1.0,0,1
2016,NonResidential,Small- and Mid-Sized Office,6,BALLARD,47.66587,-122.38476,1979,1.0,3,43500,0,43500,Office,Office,43495.0,,,,,46.0,3220635.25,False,22.65,0.52,Mono-usage,37,0.0,1.0,0,1
2016,NonResidential,Small- and Mid-Sized Office,6,BALLARD,47.67528,-122.40836,1978,1.0,2,28492,0,28492,Office,Office,28492.0,,,,,12.0,1896298.875,False,37.78,1.33,Mono-usage,38,0.0,1.0,0,1
2016,NonResidential,Small- and Mid-Sized Office,6,BALLARD,47.6744,-122.40735,1963,1.0,3,22325,0,22325,"Medical Office, Office, Other, Other - Services, Parking, Retail Store",Office,18000.0,Medical Office,1800.0,Other,1000.0,,1401315.875,False,9.77,0.44,Multi-usages,53,0.0,1.0,1,6
2016,NonResidential,Restaurant,6,BALLARD,47.67398,-122.40765,1977,1.0,3,22719,0,22719,"Parking, Restaurant",Restaurant,22719.0,Parking,0.0,,,,1358519.0,False,9.47,0.42,Multi-usages,39,0.0,1.0,1,2
2016,Multifamily HR (10+),High-Rise Multifamily,7,DOWNTOWN,47.61531,-122.33018,1928,1.0,14,50141,0,50141,Multifamily Housing,Multifamily Housing,33608.0,,,,,82.0,3077371.0,False,130.28,2.6,Mono-usage,88,0.0,1.0,0,1
2016,NonResidential,Laboratory,7,DOWNTOWN,47.61597,-122.33086,1946,1.0,2,44588,22000,22588,Laboratory,Laboratory,69000.0,,,,,,7251589.0,False,50.55,1.13,Mono-usage,70,0.4934062976585628,0.5065937023414372,0,1
2016,Multifamily MR (5-9),Mid-Rise Multifamily,7,DOWNTOWN,47.61783,-122.33134,1993,1.0,6,140049,0,140049,"Multifamily Housing, Office, Other, Parking",Multifamily Housing,80670.0,Parking,26215.0,Other,20480.0,,3986982.75,False,113.91,0.81,Multi-usages,23,0.0,1.0,1,4
2016,Multifamily MR (5-9),Mid-Rise Multifamily,3,EAST,47.6157,-122.32846,1925,1.0,5,58954,0,58954,Multifamily Housing,Multifamily Housing,58954.0,,,,,85.0,2569106.5,False,106.77,1.81,Mono-usage,91,0.0,1.0,0,1
2016,Multifamily MR (5-9),Mid-Rise Multifamily,3,EAST,47.61628,-122.32818,1916,1.0,5,37992,0,37992,Multifamily Housing,Multifamily Housing,37992.0,,,,,98.0,1128311.125,False,30.41,0.8,Mono-usage,100,0.0,1.0,0,1
2016,Multifamily MR (5-9),Mid-Rise Multifamily,7,MAGNOLIA / QUEEN ANNE,47.64036,-122.39992,2003,1.0,5,62876,0,62876,"Medical Office, Multifamily Housing, Office, Parking, Restaurant",Multifamily Housing,44995.0,Parking,11095.0,Medical Office,2973.0,,967432.8125,False,6.74,0.11,Multi-usages,13,0.0,1.0,1,5
2016,Multifamily LR (1-4),Low-Rise Multifamily,3,EAST,47.62637,-122.32698,2006,1.0,4,40562,0,40562,"Multifamily Housing, Retail Store",Multifamily Housing,36300.0,Retail Store,1096.0,,,,1256575.875,False,28.47,0.7,Multi-usages,10,0.0,1.0,1,2
2016,Multifamily MR (5-9),Mid-Rise Multifamily,3,EAST,47.62768,-122.32733,1910,1.0,5,40489,0,40489,Multifamily Housing,Multifamily Housing,40489.0,,,,,98.0,1603017.5,False,66.44,1.64,Mono-usage,106,0.0,1.0,0,1
2016,Multifamily LR (1-4),Low-Rise Multifamily,3,EAST,47.62702,-122.32696,1925,1.0,3,34800,0,34800,"Multifamily Housing, Parking",Multifamily Housing,28500.0,Parking,6300.0,,,55.0,874707.0,False,6.1,0.18,Multi-usages,91,0.0,1.0,1,2
2016,Multifamily LR (1-4),Low-Rise Multifamily,3,EAST,47.62721,-122.32649,1928,1.0,3,28058,0,28058,"Multifamily Housing, Parking",Multifamily Housing,24169.0,Parking,3889.0,,,,753721.125,False,18.6,0.66,Multi-usages,88,0.0,1.0,1,2
2016,Multifamily HR (10+),High-Rise Multifamily,7,DOWNTOWN,47.61502,-122.35263,2003,1.0,13,106066,0,106066,"Multifamily Housing, Office",Multifamily Housing,118802.0,Office,6245.0,,,61.0,4988493.5,True,145.35,1.37,Multi-usages,13,0.0,1.0,1,2
2016,Multifamily MR (5-9),Mid-Rise Multifamily,7,DOWNTOWN,47.61419,-122.34354,1925,1.0,9,86560,0,86560,Multifamily Housing,Multifamily Housing,62380.0,,,,,53.0,3229864.5,False,29.04,0.34,Mono-usage,91,0.0,1.0,0,1
2016,Multifamily HR (10+),High-Rise Multifamily,7,DOWNTOWN,47.61498,-122.3438,1978,1.0,13,91600,12365,79235,"Multifamily Housing, Office",Multifamily Housing,65706.0,Office,13529.0,,,18.0,4206839.5,False,29.33,0.32,Multi-usages,38,0.1349890829694323,0.8650109170305676,1,2
2016,Multifamily MR (5-9),Mid-Rise Multifamily,7,DOWNTOWN,47.61463,-122.34328,2001,1.0,6,142063,0,142063,"Multifamily Housing, Parking",Multifamily Housing,71127.0,Parking,21051.0,,,74.0,2807792.75,False,29.71,0.21,Multi-usages,15,0.0,1.0,1,2
2016,Multifamily MR (5-9),Mid-Rise Multifamily,7,DOWNTOWN,47.61687,-122.35376,1992,1.0,8,188717,53284,135433,"Multifamily Housing, Parking",Multifamily Housing,135433.0,Parking,53284.0,,,85.0,4192895.0,False,50.46,0.27,Multi-usages,24,0.2823487020247248,0.7176512979752752,1,2
2016,Multifamily LR (1-4),Low-Rise Multifamily,7,DOWNTOWN,47.61678,-122.35317,1924,1.0,3,33400,0,33400,Multifamily Housing,Multifamily Housing,32545.0,,,,,82.0,1713381.75,False,69.57,2.08,Mono-usage,92,0.0,1.0,0,1
2016,Multifamily MR (5-9),Mid-Rise Multifamily,7,DOWNTOWN,47.61473,-122.35055,1994,1.0,7,88144,3102,85042,Multifamily Housing,Multifamily Housing,88144.0,,,,,33.0,2306723.5,False,80.47,0.91,Mono-usage,22,0.0351924124160464,0.9648075875839536,0,1
2016,SPS-District K-12,K-12 School,3,CENTRAL,47.60842,-122.30093,1925,1.0,2,37327,0,37327,K-12 School,K-12 School,48887.0,,,,,92.0,1967476.375,True,71.06,1.9,Mono-usage,91,0.0,1.0,0,1
2016,Multifamily LR (1-4),Low-Rise Multifamily,7,MAGNOLIA / QUEEN ANNE,47.62563,-122.35596,2000,1.0,3,37619,0,37619,Multifamily Housing,Multifamily Housing,37619.0,,,,,62.0,1119640.25,False,29.84,0.79,Mono-usage,16,0.0,1.0,0,1
2016,NonResidential,Retail Store,3,DOWNTOWN,47.59692,-122.31543,1917,1.0,2,147545,0,147545,Retail Store,Retail Store,147545.0,,,,,69.0,6787070.0,False,169.75,1.15,Mono-usage,99,0.0,1.0,0,1
2016,Nonresidential COS,Other,4,NORTH,47.68339,-122.31947,1923,1.0,2,21462,0,21462,"Office, Other",Other,25778.0,Office,200.0,,,,1114384.625,False,7.77,0.36,Multi-usages,93,0.0,1.0,1,2
2016,Multifamily LR (1-4),Low-Rise Multifamily,7,MAGNOLIA / QUEEN ANNE,47.64675,-122.38242,1993,1.0,3,24178,0,24178,Multifamily Housing,Multifamily Housing,34476.0,,,,,81.0,775728.8125,False,16.58,0.69,Mono-usage,23,0.0,1.0,0,1
2016,Multifamily LR (1-4),Low-Rise Multifamily,2,GREATER DUWAMISH,47.58035,-122.31563,1918,1.0,3,107518,0,107518,Multifamily Housing,Multifamily Housing,82283.0,Other - Services,1000.0,Office,592.0,81.0,4086293.0,False,132.47,1.23,Multi-usages,98,0.0,1.0,0,1
2016,Multifamily MR (5-9),Mid-Rise Multifamily,1,SOUTHWEST,47.59429,-122.38843,1997,1.0,6,30720,0,30720,Multifamily Housing,Multifamily Housing,30720.0,,,,,,846389.3125,False,17.02,0.55,Mono-usage,19,0.0,1.0,0,1
2016,Multifamily HR (10+),High-Rise Multifamily,7,DOWNTOWN,47.61706,-122.35141,1982,1.0,24,167941,0,167941,"Multifamily Housing, Swimming Pool",Multifamily Housing,138787.0,Parking,99952.0,Swimming Pool,0.0,100.0,2407904.5,False,29.25,0.17,Multi-usages,34,0.0,1.0,1,2
2016,Multifamily LR (1-4),Low-Rise Multifamily,1,SOUTHWEST,47.58998,-122.39312,1986,1.0,4,38970,0,38970,Multifamily Housing,Multifamily Housing,38970.0,,,,,85.0,818836.125,False,5.71,0.15,Mono-usage,30,0.0,1.0,0,1
2016,Multifamily MR (5-9),Mid-Rise Multifamily,6,BALLARD,47.67113,-122.38687,1989,1.0,5,24648,0,24648,Multifamily Housing,Multifamily Housing,24648.0,,,,,90.0,572692.625,False,3.99,0.16,Mono-usage,27,0.0,1.0,0,1
2016,Multifamily LR (1-4),Low-Rise Multifamily,7,MAGNOLIA / QUEEN ANNE,47.63854,-122.38733,1988,1.0,4,34270,0,34270,Multifamily Housing,Multifamily Housing,21136.0,,,,,52.0,635697.3125,False,4.43,0.13,Mono-usage,28,0.0,1.0,0,1
2016,Multifamily LR (1-4),Low-Rise Multifamily,1,SOUTHWEST,47.56586,-122.40854,1984,1.0,4,20837,0,20837,Multifamily Housing,Multifamily Housing,20837.0,,,,,,387226.0,False,2.7,0.13,Mono-usage,32,0.0,1.0,0,1
2016,SPS-District K-12,K-12 School,6,NORTHWEST,47.68636,-122.3423,1930,1.0,2,47602,0,47602,K-12 School,K-12 School,46066.0,,,,,78.0,2249592.5,True,83.59,1.76,Mono-usage,86,0.0,1.0,0,1
2016,NonResidential,Other,6,NORTHWEST,47.67713,-122.35398,1917,1.0,2,28072,0,28072,Social/Meeting Hall,Social/Meeting Hall,23835.0,,,,,,1362523.0,False,63.48,2.26,Mono-usage,99,0.0,1.0,0,1
2016,Multifamily LR (1-4),Low-Rise Multifamily,3,EAST,47.61564,-122.32592,1986,1.0,4,24864,0,24864,Multifamily Housing,Multifamily Housing,24864.0,,,,,37.0,614985.0,False,4.29,0.17,Mono-usage,30,0.0,1.0,0,1
2016,Multifamily MR (5-9),Mid-Rise Multifamily,7,DOWNTOWN,47.61453,-122.34969,1990,1.0,5,39050,0,39050,Multifamily Housing,Multifamily Housing,39050.0,,,,,95.0,1007356.313,False,7.02,0.18,Mono-usage,26,0.0,1.0,0,1
2016,Multifamily MR (5-9),Mid-Rise Multifamily,7,DOWNTOWN,47.61492,-122.34957,1980,0.0,8,77800,0,77800,Multifamily Housing,Multifamily Housing,46300.0,,,,,13.0,3116420.25,False,51.58,0.66,Mono-usage,36,0.0,1.0,0,1
2016,NonResidential,Restaurant,7,DOWNTOWN,47.61468,-122.34925,1955,1.0,2,31020,0,31020,Restaurant,Restaurant,31020.0,,,,,,4970047.0,False,207.6,6.69,Mono-usage,61,0.0,1.0,0,1
2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61402,-122.35016,1917,1.0,2,21600,0,21600,"Office, Other - Lodging/Residential",Office,14400.0,Other - Lodging/Residential,7200.0,,,,1636649.125,False,29.62,1.37,Multi-usages,99,0.0,1.0,1,2
2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.6158,-122.35126,1974,1.0,5,61825,13320,48505,"Bank Branch, Office",Office,37993.0,Bank Branch,3547.0,,,59.0,4322873.0,False,141.2,2.28,Multi-usages,42,0.2154468257177517,0.7845531742822482,1,2
2016,Multifamily HR (10+),High-Rise Multifamily,7,DOWNTOWN,47.61503,-122.35378,2001,1.0,16,590869,0,590869,"Multifamily Housing, Parking",Multifamily Housing,409137.0,Parking,181732.0,,,93.0,14856602.0,False,374.56,0.63,Multi-usages,15,0.0,1.0,1,2
2016,Multifamily MR (5-9),Mid-Rise Multifamily,7,DOWNTOWN,47.61612,-122.35268,2001,1.0,7,145275,0,145275,Multifamily Housing,Multifamily Housing,103023.0,,,,,57.0,2653900.0,False,18.5,0.13,Mono-usage,15,0.0,1.0,0,1
2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61683,-122.35176,1942,1.0,3,64630,0,64630,Office,Office,64630.0,,,,,96.0,1408291.375,False,9.82,0.15,Mono-usage,74,0.0,1.0,0,1
2016,NonResidential,Worship Facility,7,DOWNTOWN,47.61636,-122.35094,1948,1.0,2,20920,0,20920,Worship Facility,Worship Facility,20920.0,,,,,15.0,1042108.5,False,42.19,2.02,Mono-usage,68,0.0,1.0,0,1
2016,Multifamily LR (1-4),Low-Rise Multifamily,7,DOWNTOWN,47.61543,-122.34967,1903,1.0,3,26640,0,26640,"Multifamily Housing, Restaurant",Multifamily Housing,20840.0,Restaurant,5800.0,,,3.0,2173356.25,False,63.36,2.38,Multi-usages,113,0.0,1.0,1,2
2016,Multifamily MR (5-9),Mid-Rise Multifamily,7,DOWNTOWN,47.61612,-122.34973,2009,1.0,7,40329,0,40329,"Food Service, Multifamily Housing, Office",Multifamily Housing,36514.0,Food Service,2132.0,Office,784.0,,3696784.75,False,138.03,3.42,Multi-usages,7,0.0,1.0,1,3
2016,Multifamily LR (1-4),Low-Rise Multifamily,7,DOWNTOWN,47.61532,-122.3493,1987,1.0,4,34880,0,34880,Multifamily Housing,Multifamily Housing,40987.0,,,,,90.0,922153.6875,False,6.43,0.18,Mono-usage,29,0.0,1.0,0,1
2016,Multifamily LR (1-4),Low-Rise Multifamily,7,DOWNTOWN,47.6134,-122.34683,1902,1.0,4,56776,0,56776,Multifamily Housing,Multifamily Housing,50841.0,,,,,99.0,1583110.25,False,52.25,0.92,Mono-usage,114,0.0,1.0,0,1
2016,Multifamily MR (5-9),Mid-Rise Multifamily,7,DOWNTOWN,47.61245,-122.34836,1990,1.0,6,112676,0,112676,"Multifamily Housing, Parking",Multifamily Housing,77887.0,Parking,34789.0,,,84.0,3073937.5,False,54.59,0.48,Multi-usages,26,0.0,1.0,1,2
2016,NonResidential,Worship Facility,1,SOUTHWEST,47.57384,-122.41182,1926,1.0,2,22128,0,22128,Worship Facility,Worship Facility,22128.0,,,,,94.0,608359.6875,False,25.24,1.14,Mono-usage,90,0.0,1.0,0,1
2016,Multifamily LR (1-4),Low-Rise Multifamily,1,SOUTHWEST,47.5857,-122.39791,1973,1.0,4,26880,0,26880,Multifamily Housing,Multifamily Housing,26880.0,,,,,13.0,1195994.125,False,19.83,0.74,Mono-usage,43,0.0,1.0,0,1
2016,Multifamily LR (1-4),Low-Rise Multifamily,6,LAKE UNION,47.661,-122.34839,1987,1.0,4,23098,0,23098,Multifamily Housing,Multifamily Housing,23098.0,,,,,89.0,507603.3125,True,3.54,0.15,Mono-usage,29,0.0,1.0,0,1
2016,NonResidential,Retail Store,5,NORTHWEST,47.72736,-122.34579,1968,1.0,1,48139,0,48139,Retail Store,Retail Store,40000.0,,,,,98.0,859236.625,False,24.02,0.5,Mono-usage,48,0.0,1.0,0,1
2016,Multifamily MR (5-9),Mid-Rise Multifamily,5,NORTHWEST,47.72841,-122.3469,1993,1.0,5,214388,0,214388,"Multifamily Housing, Parking",Multifamily Housing,171306.0,Parking,43082.0,,,96.0,4555219.5,False,31.76,0.15,Multi-usages,23,0.0,1.0,1,2
2016,Multifamily LR (1-4),Low-Rise Multifamily,5,NORTHWEST,47.72925,-122.34834,1990,1.0,4,43228,0,43228,Multifamily Housing,Multifamily Housing,43228.0,,,,,100.0,1022957.688,False,7.13,0.16,Mono-usage,26,0.0,1.0,0,1
2016,Multifamily MR (5-9),Mid-Rise Multifamily,3,EAST,47.62127,-122.32509,1967,1.0,5,23231,0,23231,Multifamily Housing,Multifamily Housing,22047.0,,,,,93.0,566665.1875,False,3.95,0.17,Mono-usage,49,0.0,1.0,0,1
2016,NonResidential,Worship Facility,1,SOUTHWEST,47.56633,-122.38725,1949,1.0,2,21364,0,21364,"K-12 School, Worship Facility",Worship Facility,15364.0,K-12 School,6000.0,,,86.0,965651.125,False,43.8,2.05,Multi-usages,67,0.0,1.0,1,2
2016,Multifamily MR (5-9),Mid-Rise Multifamily,7,MAGNOLIA / QUEEN ANNE,47.62774,-122.34319,1999,1.0,6,208125,0,208125,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,79872.0,Parking,36000.0,Retail Store,7146.0,,3273645.5,False,154.4,0.74,Multi-usages,17,0.0,1.0,1,3
2016,Multifamily MR (5-9),Mid-Rise Multifamily,3,EAST,47.61834,-122.32492,1923,1.0,6,39251,0,39251,Multifamily Housing,Multifamily Housing,33720.0,,,,,83.0,1082076.0,False,9.58,0.24,Mono-usage,93,0.0,1.0,0,1
2016,Multifamily MR (5-9),Mid-Rise Multifamily,3,EAST,47.61803,-122.32482,1992,1.0,5,44715,0,44715,Multifamily Housing,Multifamily Housing,44715.0,,,,,79.0,1809586.75,False,32.51,0.73,Mono-usage,24,0.0,1.0,0,1
2016,Multifamily MR (5-9),Mid-Rise Multifamily,7,MAGNOLIA / QUEEN ANNE,47.62528,-122.36366,1990,1.0,5,21715,0,21715,"Multifamily Housing, Parking",Multifamily Housing,21715.0,Parking,4290.0,,,,528411.875,False,6.87,0.32,Multi-usages,26,0.0,1.0,1,2
2016,Multifamily MR (5-9),Mid-Rise Multifamily,7,LAKE UNION,47.62406,-122.33027,1994,1.0,7,86525,23866,62659,"Multifamily Housing, Parking",Multifamily Housing,62659.0,Parking,23866.0,,,84.0,2321336.0,False,13.1,0.15,Multi-usages,22,0.2758277954348454,0.7241722045651546,1,2
2016,Multifamily LR (1-4),Low-Rise Multifamily,7,LAKE UNION,47.62402,-122.32972,1916,1.0,3,56652,0,56652,Multifamily Housing,Multifamily Housing,56652.0,,,,,98.0,1638562.75,False,54.53,0.96,Mono-usage,100,0.0,1.0,0,1
2016,Multifamily MR (5-9),Mid-Rise Multifamily,7,MAGNOLIA / QUEEN ANNE,47.62548,-122.36166,1996,1.0,5,20798,0,20798,Multifamily Housing,Multifamily Housing,20798.0,,,,,53.0,647792.875,False,4.52,0.22,Mono-usage,20,0.0,1.0,0,1
2016,Multifamily LR (1-4),Low-Rise Multifamily,3,EAST,47.6172,-122.31456,1965,1.0,3,20296,0,20296,"Multifamily Housing, Parking",Multifamily Housing,19542.0,Parking,754.0,,,67.0,556700.6875,False,3.88,0.19,Multi-usages,51,0.0,1.0,1,2
2016,Multifamily LR (1-4),Low-Rise Multifamily,7,MAGNOLIA / QUEEN ANNE,47.64791,-122.38246,1988,1.0,4,31537,0,31537,Multifamily Housing,Multifamily Housing,24459.0,,,,,63.0,832986.875,False,5.81,0.18,Mono-usage,28,0.0,1.0,0,1
2016,Multifamily MR (5-9),Mid-Rise Multifamily,3,EAST,47.62483,-122.32508,1980,1.0,5,48744,0,48744,Multifamily Housing,Multifamily Housing,48744.0,,,,,32.0,1678495.25,False,11.7,0.24,Mono-usage,36,0.0,1.0,0,1
2016,Multifamily MR (5-9),Mid-Rise Multifamily,7,LAKE UNION,47.6237,-122.33014,2010,1.0,5,23931,0,23931,"Multifamily Housing, Parking",Multifamily Housing,22088.0,Parking,3983.0,,,,635516.375,False,11.6,0.48,Multi-usages,6,0.0,1.0,1,2
